epoch,loss,accuracy,val_loss,val_accuracy
1,1.7293226718902588,0.45069777965545654,1.4618372917175293,0.6067227125167847
2,1.4803214073181152,0.6005905866622925,1.335716724395752,0.6467787027359009
3,1.3968714475631714,0.6365170478820801,1.2623082399368286,0.6683473587036133
4,1.3541239500045776,0.6489260792732239,1.224927544593811,0.6851540803909302
5,1.3206405639648438,0.6621788144111633,1.177351713180542,0.7086834907531738
6,1.2953002452850342,0.6747284531593323,1.19490385055542,0.7008403539657593
7,1.269007921218872,0.6872429251670837,1.156440258026123,0.7212885022163391
8,1.2507249116897583,0.6954336166381836,1.148531436920166,0.7210084199905396
9,1.233038306236267,0.7041164040565491,1.1287556886672974,0.7285714149475098
10,1.220656394958496,0.7127289175987244,1.11713445186615,0.7352941036224365
11,1.212198257446289,0.7148029804229736,1.1453564167022705,0.7327731251716614
12,1.2020940780639648,0.7165606021881104,1.1333296298980713,0.7224089503288269
13,1.192015528678894,0.7238373160362244,1.1090443134307861,0.7383753657341003
14,1.1850863695144653,0.727774441242218,1.1056464910507202,0.7408963441848755
15,1.1753761768341064,0.7331880331039429,1.0995992422103882,0.7442576885223389
16,1.1688060760498047,0.7337153553962708,1.1015684604644775,0.7434173822402954
17,1.1607651710510254,0.74099200963974,1.0769926309585571,0.754341721534729
18,1.1564314365386963,0.7438745498657227,1.115328311920166,0.7439776062965393
19,1.1525459289550781,0.7460540533065796,1.128763198852539,0.7378151416778564
20,1.1459027528762817,0.7509403228759766,1.0750006437301636,0.7523809671401978
21,1.1341490745544434,0.7524519562721252,1.0932480096817017,0.7450980544090271
22,1.1336418390274048,0.7565648555755615,1.0705631971359253,0.7568627595901489
23,1.1270943880081177,0.7594825625419617,1.069640040397644,0.7577030658721924
24,1.124239206314087,0.760748028755188,1.096449375152588,0.7551820874214172
25,1.123944878578186,0.7576194405555725,1.090194582939148,0.7375349998474121
26,1.118202805519104,0.7622596621513367,1.087762713432312,0.7560223937034607
27,1.1143667697906494,0.765247642993927,1.079298973083496,0.7518207430839539
28,1.112277865409851,0.7656343579292297,1.0653082132339478,0.7596638798713684
29,1.1107450723648071,0.7670053243637085,1.0729494094848633,0.754341721534729
30,1.101785659790039,0.7694308757781982,1.1057227849960327,0.7448179125785828
31,1.1039546728134155,0.7678841352462769,1.0696791410446167,0.7591036558151245
32,1.097849726676941,0.7727704048156738,1.0587670803070068,0.7638655304908752
33,1.0944254398345947,0.7744929194450378,1.0678844451904297,0.7565826177597046
34,1.0923136472702026,0.778465211391449,1.0564627647399902,0.7565826177597046
35,1.086010456085205,0.780574381351471,1.0449683666229248,0.7641456723213196
36,1.0861406326293945,0.7824023365974426,1.0558182001113892,0.7638655304908752
37,1.084452748298645,0.7803635001182556,1.0619027614593506,0.7672268748283386
38,1.0805197954177856,0.7822266221046448,1.0430384874343872,0.7719888091087341
39,1.0737258195877075,0.7874292731285095,1.0533397197723389,0.7714285850524902
40,1.0723074674606323,0.78507399559021,1.0485694408416748,0.7633053064346313
41,1.0701459646224976,0.786726176738739,1.0599913597106934,0.7574229836463928
42,1.0740975141525269,0.7876401543617249,1.0530668497085571,0.7588235139846802
43,1.0634310245513916,0.7895384430885315,1.0584584474563599,0.7588235139846802
